id,value
Diseases of the musculoskeletal system or connective tissue,1473673350 
Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system,252326937 
Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms,1965082709 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Chondrosarcoma, primary site",1625755389 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Chondrosarcoma, primary site.Extraskeletal myxoid chondrosarcoma of other specified sites",782606527 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Chondrosarcoma, primary site.Extraskeletal myxoid chondrosarcoma of soft tissues of limb",617665544 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Chondrosarcoma, primary site.Extraskeletal myxoid chondrosarcoma, site unknown",834676499 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Chondrosarcoma, primary site.Chondrosarcoma of bone or articular cartilage of limbs",2072379825 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Chondrosarcoma, primary site.Chondrosarcoma of bone or articular cartilage of pelvis",1493554134 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Chondrosarcoma, primary site.Chondrosarcoma of bone or articular cartilage of ribs",1985099973 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Chondrosarcoma, primary site.Chondrosarcoma of bone or articular cartilage of other specified sites",1510754862 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Chondrosarcoma, primary site.Chondrosarcoma of bone or articular cartilage of other specified sites.Chondrosarcoma of bone or articular cartilage of mandible",993091882 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Chondrosarcoma, primary site.Chondrosarcoma of bone or articular cartilage of other specified sites.Chondrosarcoma of bone or articular cartilage of pelvic bones, sacrum or coccyx",387820742 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Chondrosarcoma, primary site.Chondrosarcoma of bone or articular cartilage of other specified sites.Chondrosarcoma of bone or articular cartilage of ribs, sternum or clavicle",546213304 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Chondrosarcoma, primary site.Chondrosarcoma of bone or articular cartilage of other specified sites.Chondrosarcoma of bone or articular cartilage of skull or face",431141709 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Chondrosarcoma, primary site.Chondrosarcoma of bone or articular cartilage of other specified sites.Chondrosarcoma of bone or articular cartilage of vertebral column",34430941 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Osteosarcoma, primary site",1210287093 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Osteosarcoma, primary site.Osteosarcoma of bone or articular cartilage of jaw",1102292672 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Osteosarcoma, primary site.Osteosarcoma of bone or articular cartilage of jaw.Osteosarcoma of bone or articular cartilage of mandible",1711793747 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Osteosarcoma, primary site.Osteosarcoma of bone or articular cartilage of limbs",1664120027 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Osteosarcoma, primary site.Osteosarcoma of bone or articular cartilage of pelvis",1419990437 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Osteosarcoma, primary site.Osteosarcoma of bone or articular cartilage of other specified sites",1803466968 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Osteosarcoma, primary site.Osteosarcoma of bone or articular cartilage of other specified sites.Osteosarcoma of bone or articular cartilage of pelvic bones, sacrum or coccyx",1547763289 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Osteosarcoma, primary site.Osteosarcoma of bone or articular cartilage of other specified sites.Osteosarcoma of bone or articular cartilage of ribs, sternum or clavicle",1930892618 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Osteosarcoma, primary site.Osteosarcoma of bone or articular cartilage of other specified sites.Osteosarcoma of bone or articular cartilage of skull or face",1337056966 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Osteosarcoma, primary site.Osteosarcoma of bone or articular cartilage of other specified sites.Osteosarcoma of bone or articular cartilage of vertebral column",1368704813 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Osteosarcoma, primary site.Li-Fraumeni syndrome",1968061860 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Ewing sarcoma, primary site",1651102476 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Ewing sarcoma, primary site.Ewing sarcoma of bone or articular cartilage of limbs",1174658956 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Ewing sarcoma, primary site.Ewing sarcoma of bone or articular cartilage of pelvis",1874192155 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Ewing sarcoma, primary site.Ewing sarcoma of bone or articular cartilage of ribs",1572614942 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Ewing sarcoma, primary site.Ewing sarcoma of bone or articular cartilage of other specified sites",1441988369 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Ewing sarcoma, primary site.Ewing sarcoma of soft tissue",1650581103 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Ewing sarcoma, primary site.Ewing sarcoma of soft tissue.Malignant peripheral neuroectodermal tumour of cervix uteri",1496131761 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Ewing sarcoma, primary site.Extraosseous Ewing sarcoma",489162074 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Fibroblastic or myofibroblastic tumour, primary site",1100526834 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Fibroblastic or myofibroblastic tumour, primary site.Myxofibrosarcoma, primary site",405689402 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Fibroblastic or myofibroblastic tumour, primary site.Fibroblastic or myofibroblastic tumour of skin",691471049 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Fibroblastic or myofibroblastic tumour, primary site.Dermatofibrosarcoma protuberans",1579898301 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Unclassified pleomorphic sarcoma, primary site",1348470541 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Unclassified pleomorphic sarcoma, primary site.Unclassified pleomorphic sarcoma of skin",361875781 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Unclassified pleomorphic sarcoma, primary site.Unclassified pleomorphic sarcoma of retroperitoneum or peritoneum",986063444 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Rhabdomyosarcoma, primary site",800945476 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Rhabdomyosarcoma, primary site.Embryonal sarcoma of liver",2144940292 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Rhabdomyosarcoma, primary site.Rhabdomyosarcoma of cervix uteri",1097772105 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Rhabdomyosarcoma, primary site.Rhabdomyosarcoma of corpus uteri",2120593283 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Rhabdomyosarcoma, primary site.Rhabdomyosarcoma of corpus uteri.Rhabdomyosarcoma of corpus uteri, isthmus uteri",1159736816 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Rhabdomyosarcoma, primary site.Rhabdomyosarcoma of corpus uteri.Rhabdomyosarcoma of corpus uteri, endometrium",1738801035 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Rhabdomyosarcoma, primary site.Rhabdomyosarcoma of corpus uteri.Rhabdomyosarcoma of corpus uteri, myometrium",1345380085 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Rhabdomyosarcoma, primary site.Rhabdomyosarcoma of corpus uteri.Rhabdomyosarcoma of corpus uteri, fundus uteri",1877816200 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Rhabdomyosarcoma, primary site.Rhabdomyosarcoma of corpus uteri.Rhabdomyosarcoma of overlapping lesion of corpus uteri",1468049351 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Rhabdomyosarcoma, primary site.Rhabdomyosarcoma of the oral cavity or pharynx",120669036 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Rhabdomyosarcoma, primary site.Rhabdomyosarcoma of respiratory or intra-thoracic organs",1041071513 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Rhabdomyosarcoma, primary site.Rhabdomyosarcoma of male genital organs",479113214 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Angiosarcoma, primary site",423002561 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Angiosarcoma, primary site.Angiosarcoma of heart",1488198806 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Angiosarcoma, primary site.Angiosarcoma of skin",2111451719 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Angiosarcoma, primary site.Angiosarcoma of breast",2050477809 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Angiosarcoma, primary site.Angiosarcoma of liver",965491615 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Angiosarcoma, primary site.Angiosarcoma of liver.Epithelioid haemangioendothelioma of liver",1843658944 
Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Epithelioid haemangioendothelioma,1970187101 
Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Epithelioid haemangioendothelioma.Epithelioid haemangioendothelioma of liver,1843658944 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Kaposi sarcoma, primary site",2131977134 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Kaposi sarcoma, primary site.Kaposi sarcoma of lung",1617583339 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Kaposi sarcoma, primary site.Kaposi sarcoma of lymph nodes",1663967303 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Kaposi sarcoma, primary site.Kaposi sarcoma of multiple organs",419755630 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Kaposi sarcoma, primary site.Kaposi sarcoma of palate",107343315 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Kaposi sarcoma, primary site.Kaposi sarcoma of skin",394490040 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Kaposi sarcoma, primary site.Kaposi sarcoma of gastrointestinal sites",536268676 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Kaposi sarcoma, primary site.Kaposi sarcoma of gastrointestinal sites.Kaposi sarcoma of colon",1398927353 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Kaposi sarcoma, primary site.Kaposi sarcoma of gastrointestinal sites.Kaposi sarcoma of rectum",1277094502 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Kaposi sarcoma, primary site.Kaposi sarcoma of gastrointestinal sites.Kaposi sarcoma of stomach",1103027741 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Kaposi sarcoma, primary site.Kaposi sarcoma of soft tissue",1925758254 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Kaposi sarcoma, primary site.Kaposi sarcoma of other specified sites",1684923180 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Kaposi sarcoma, primary site.Human immunodeficiency virus disease associated with Kaposi sarcoma",681356678 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Leiomyosarcoma, primary site",2055720774 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Leiomyosarcoma, primary site.Leiomyosarcoma of retroperitoneum or peritoneum",1444610847 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Leiomyosarcoma, primary site.Leiomyosarcoma of uterus",1872567422 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Leiomyosarcoma, primary site.Leiomyosarcoma of uterus.Leiomyosarcoma of cervix uteri",1221958476 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Leiomyosarcoma, primary site.Leiomyosarcoma of oesophagus",1419925892 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Leiomyosarcoma, primary site.Leiomyosarcoma of duodenum",460441076 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Leiomyosarcoma, primary site.Small intestinal leiomyosarcoma",389419378 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Leiomyosarcoma, primary site.Cutaneous leiomyosarcoma",1653448241 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Leiomyosarcoma, primary site.Leiomyosarcoma of colon",1612353121 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Leiomyosarcoma, primary site.Leiomyosarcoma of rectum",905391296 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Leiomyosarcoma, primary site.Leiomyosarcoma of stomach",399434138 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Liposarcoma, primary site",1991400753 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Liposarcoma, primary site.Liposarcoma of soft tissue of limb",1153141048 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Liposarcoma, primary site.Liposarcoma of retroperitoneum or peritoneum",472732541 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Liposarcoma, primary site.Liposarcoma of male genital organs",974906949 
"Diseases of the musculoskeletal system or connective tissue.Neoplasms of the musculoskeletal system.Malignant mesenchymal neoplasms.Liposarcoma, primary site.Embryonal liposarcoma of unspecified site",551110811 
